room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
7935870,1471,41848444,Shared room,,Berlin,,Mitte,0,0.0,3,1.0,,71.0,,Moabiter Schlummermutter,2017-07-25 07:33:11.130011,52.524177,13.333871,0101000020E6100000672AC423F1AA2A405F28603B18434A40
18339755,1471,2310164,Shared room,,Berlin,,Charlottenburg-Wilmersdorf,0,0.0,2,1.0,,70.0,,QUIET HIDEAWAY IN GORGEOUS NEIGHBOURHOOD,2017-07-25 07:33:11.126913,52.501426,13.304605,0101000020E61000006B65C22FF59B2A409BAE27BA2E404A40
8135806,1471,21857190,Shared room,,Berlin,,Charlottenburg-Wilmersdorf,0,0.0,1,1.0,,72.0,,Hotel Pension Messe Estimated 1 bed,2017-07-25 07:33:11.118463,52.506546,13.29183,0101000020E6100000BDFBE3BD6A952A40B6F5D37FD6404A40
16610057,1471,99254090,Shared room,,Berlin,,Pankow,0,0.0,2,1.0,,78.0,,Gemütliche 1-Zimmerwohnung,2017-07-25 07:33:11.116341,52.534989,13.425347,0101000020E610000047E7FC14C7D92A40215C01857A444A40
4718249,1471,7908994,Shared room,,Berlin,,Mitte,0,0.0,3,1.0,,72.0,,Cozy central apartment,2017-07-25 07:33:11.113631,52.53572,13.396983,0101000020E6100000CD22145B41CB2A4014E8137992444A40
6427854,1471,33263166,Shared room,,Berlin,,Friedrichshain-Kreuzberg,10,5.0,2,1.0,,74.0,,Charming bright apartment,2017-07-25 07:33:11.111386,52.51539,13.454919,0101000020E610000076A8A624EBE82A40BC57AD4CF8414A40
5246999,1471,7201404,Shared room,,Berlin,,Friedrichshain-Kreuzberg,32,5.0,2,1.0,,71.0,,"Central Kreuzberg, sunny, balcony",2017-07-25 07:33:11.108533,52.485371,13.406678,0101000020E610000060014C1938D02A40A2B60DA3203E4A40
17291212,1471,109995917,Shared room,,Berlin,,Mitte,2,0.0,8,1.0,,72.0,,6-bed room with Ensuite Bathroom Nr. 3,2017-07-25 07:33:11.106370,52.560777,13.386144,0101000020E6100000DF1797AAB4C52A40ACAC6D8AC7474A40
18832223,1471,131140610,Shared room,,Berlin,,Pankow,1,0.0,1,1.0,,79.0,,Looking for a ROOMATE,2017-07-25 07:33:11.103736,52.54075,13.413884,0101000020E6100000E2AC889AE8D32A40F0A7C64B37454A40
20008566,1471,38540571,Shared room,,Berlin,,Mitte,0,0.0,2,1.0,,72.0,,"Sonnige, ruhige Zimmer mit Balkon an der Spree",2017-07-25 07:33:11.099566,52.509343,13.426147,0101000020E6100000B89388F02FDA2A4028B9C32632414A40
15131252,1471,91879127,Shared room,,Berlin,,Mitte,1,0.0,1,1.0,,42.0,,"Cozy, central and typical B!",2017-07-25 07:33:09.724242,52.523283,13.349733,0101000020E6100000F8A92A3410B32A40C1C6F5EFFA424A40
4854851,1471,7772115,Shared room,,Berlin,,Mitte,0,0.0,1,1.0,,42.0,,nice room in mitte' berlin,2017-07-25 07:33:09.721606,52.529811,13.397587,0101000020E610000027A1F48590CB2A40D107CBD8D0434A40
6049684,1471,6209216,Shared room,,Berlin,,Treptow-Köpenick,2,0.0,1,1.0,,42.0,,"!!!Crazzy, Cheap!!!",2017-07-25 07:33:09.717463,52.440667,13.596236,0101000020E61000004D6551D845312B4095B6B8C667384A40
12905990,1471,46720447,Shared room,,Berlin,,Tempelhof-Schöneberg,0,0.0,2,1.0,,60.0,,"Sunny, comfort flat in city center",2017-07-25 07:33:09.714817,52.501416,13.346022,0101000020E61000009D64ABCB29B12A4077D844662E404A40
13304880,1471,75158426,Shared room,,Berlin,,Mitte,0,0.0,2,1.0,,47.0,,Huge sunny room in lovely Berlin!,2017-07-25 07:33:09.711874,52.552301,13.367787,0101000020E6100000B4C9E1934EBC2A40284696CCB1464A40
11143679,1471,57716512,Shared room,,Berlin,,Spandau,0,0.0,2,1.0,,48.0,,Gemütliche große Wohnung in Spandau,2017-07-25 07:33:09.708989,52.52746,13.136639,0101000020E61000005FB7088CF5452A405DF92CCF83434A40
7729007,1471,14875792,Shared room,,Berlin,,Charlottenburg-Wilmersdorf,21,5.0,1,1.0,,42.0,,Bright studio flat in Charlotenburg,2017-07-25 07:33:09.706382,52.51291,13.266674,0101000020E61000001363997E89882A404BE5ED08A7414A40
14769506,1471,92131840,Shared room,,Berlin,,Tempelhof-Schöneberg,4,5.0,1,1.0,,42.0,,Gemütlich und zentral. Cosy and central.,2017-07-25 07:33:09.704181,52.480903,13.358865,0101000020E6100000AB5B3D27BDB72A402EC6C03A8E3D4A40
8170456,1471,43120015,Shared room,,Berlin,,Reinickendorf,7,5.0,2,1.0,,42.0,,Charmante Altbauwohnung.,2017-07-25 07:33:09.701431,52.567839,13.371014,0101000020E61000005FB7088CF5BD2A405932C7F2AE484A40
16343285,1471,107008299,Shared room,,Berlin,,Mitte,0,0.0,3,1.0,,48.0,,"Berlin,Wedding, Amsterdamerstraße.",2017-07-25 07:33:09.698881,52.549634,13.355163,0101000020E61000009D7FBBECD7B52A4084622B685A464A40
19383825,1471,39586119,Shared room,,Berlin,,Neukölln,1,0.0,1,1.0,,42.0,,Beautiful flat in hip Neukölln,2017-07-25 07:33:08.601613,52.484185,13.437651,0101000020E6100000971FB8CA13E02A405C1B2AC6F93D4A40
16049192,1471,104477036,Shared room,,Berlin,,Charlottenburg-Wilmersdorf,4,4.5,2,1.0,,42.0,,wohnen in der Nähe vom Olympia Stadion,2017-07-25 07:33:08.598979,52.511596,13.269045,0101000020E6100000FD4D2844C0892A40D8614CFA7B414A40
19253922,1471,134828339,Shared room,,Berlin,,Mitte,1,0.0,3,1.0,,48.0,,Mitten in Berlin - Leben wie ein Berliner,2017-07-25 07:33:08.596597,52.526246,13.339311,0101000020E61000009B58E02BBAAD2A404ED367075C434A40
7946504,1471,41905553,Shared room,,Berlin,,Pankow,0,0.0,2,1.0,,48.0,,Schlafcouch im pankower Flora-Kiez,2017-07-25 07:33:08.593487,52.564538,13.405683,0101000020E61000001A16A3AEB5CF2A40B4ACFBC742484A40
10450486,1471,4049705,Shared room,,Berlin,,Charlottenburg-Wilmersdorf,18,5.0,2,1.0,,48.0,,Dbl Bed in West Berlin + City Tour,2017-07-25 07:33:08.583925,52.512189,13.264407,0101000020E6100000BDAAB35A60872A407B2FBE688F414A40
15867411,1471,40378513,Shared room,,Berlin,,Mitte,0,0.0,1,1.0,,42.0,,Single room available for booking,2017-07-25 07:33:08.580983,52.555279,13.34267,0101000020E610000001A4367172AF2A40EA93DC6113474A40
14721936,1471,75578851,Shared room,,Berlin,,Pankow,1,0.0,2,1.0,,57.0,,Schöne 2 Zimmer Altbauwohnung im Herzen Berlins,2017-07-25 07:33:08.578110,52.542593,13.410523,0101000020E6100000F982161230D22A40EE04FBAF73454A40
15883040,1471,102993748,Shared room,,Berlin,,Pankow,3,4.5,2,1.0,,42.0,,"Beautiful, bright space with a Balcony",2017-07-25 07:33:08.575298,52.543419,13.439437,0101000020E6100000014EEFE2FDE02A403483F8C08E454A40
9529947,1471,23823743,Shared room,,Berlin,,Mitte,20,4.5,2,1.0,,42.0,,"ruhiges, kuschliges Hinterhofzimmer",2017-07-25 07:33:08.572438,52.550478,13.347277,0101000020E6100000554E7B4ACEB12A407095271076464A40
19807087,1471,3455390,Shared room,,Berlin,,Mitte,1,0.0,1,1.0,,59.0,,Bright Shared Living Room with Balcony in Mitte,2017-07-25 07:33:08.570124,52.559529,13.38803,0101000020E6100000D8BB3FDEABC62A40F01472A59E474A40
9984839,1471,51303476,Shared room,,Berlin,,Friedrichshain-Kreuzberg,0,0.0,2,1.0,,48.0,,Cosy and bright House,2017-07-25 07:33:08.567415,52.494624,13.403329,0101000020E6100000880E812381CE2A408AE8D7D64F3F4A40
11943223,1471,19997764,Shared room,,Berlin,,Neukölln,8,5.0,2,1.0,,45.0,,"in central, attractive location",2017-07-25 07:33:08.564476,52.480889,13.423173,0101000020E6100000B519A721AAD82A40C90050C58D3D4A40
18245150,1471,109995917,Shared room,,Berlin,,Mitte,0,0.0,5,1.0,,60.0,,4-bed room with Ensuite Bathroom Nr. 5,2017-07-25 07:33:08.562179,52.559976,13.385809,0101000020E61000004301DBC188C52A40BF45274BAD474A40
10399455,1471,40255982,Shared room,,Berlin,,Treptow-Köpenick,2,0.0,2,1.0,,48.0,,Chic Bright apartment at perfect triangle location,2017-07-25 07:33:08.559908,52.492124,13.456089,0101000020E61000007521567F84E92A40D1C952EBFD3E4A40
13792040,1471,21559754,Shared room,,Berlin,,Friedrichshain-Kreuzberg,1,0.0,2,1.0,,48.0,,Factory SVS,2017-07-25 07:33:08.557119,52.492033,13.40941,0101000020E61000008B4F01309ED12A40C1C6F5EFFA3E4A40
19608525,1471,5550533,Shared room,,Berlin,,Neukölln,0,0.0,2,1.0,,59.0,,"Roof top Bijou Neukölln/Alt-Treptow, Office",2017-07-25 07:33:08.554809,52.480033,13.450251,0101000020E61000008BFB8F4C87E62A401900AAB8713D4A40
19647340,1471,54858390,Shared room,,Berlin,,Neukölln,0,0.0,2,1.0,,59.0,,xc,2017-07-25 07:33:08.552223,52.47994,13.443172,0101000020E61000007E01BD70E7E22A40680586AC6E3D4A40
19692104,1471,138473042,Shared room,,Berlin,,Pankow,0,0.0,1,1.0,,59.0,,Was ganz anders erleben,2017-07-25 07:33:06.980617,52.53417,13.432042,0101000020E610000032FFE89B34DD2A408E40BCAE5F444A40
18203481,1471,125652413,Shared room,,Berlin,,Friedrichshain-Kreuzberg,0,0.0,2,1.0,,55.0,,Apartment in Kreuzberg Kottbusser Tor,2017-07-25 07:33:06.978229,52.498711,13.420887,0101000020E6100000849F38807ED72A40E69315C3D53F4A40
19369409,1471,135778282,Shared room,,Berlin,,Friedrichshain-Kreuzberg,0,0.0,2,1.0,,60.0,,"Private room for one or 2 People in Simon, Friedri",2017-07-25 07:33:06.972824,52.512523,13.457008,0101000020E61000004F05DCF3FCE92A4052B9895A9A414A40
19552292,1471,108121242,Shared room,,Berlin,,Friedrichshain-Kreuzberg,0,0.0,3,1.0,,60.0,,Hübsches Zimmer mit Balkon,2017-07-25 07:33:06.970110,52.520336,13.437898,0101000020E6100000B6F7A92A34E02A403A77BB5E9A424A40
19804171,1471,62955077,Shared room,,Berlin,,Lichtenberg,0,0.0,2,1.0,,43.0,,Well located appartement next  to Volkspark F Hain,2017-07-25 07:33:06.967027,52.534467,13.509521,0101000020E61000001C40BFEFDF042B4047E5266A69444A40
7354473,1471,13577093,Shared room,,Berlin,,Pankow,34,4.5,2,1.0,,48.0,,Cozy in Prenzlauer Berg,2017-07-25 07:33:06.964583,52.545653,13.409857,0101000020E6100000C712D6C6D8D12A406EFB1EF5D7454A40
10480005,1471,54017972,Shared room,,Berlin,,Friedrichshain-Kreuzberg,38,4.5,2,1.0,,47.0,,bright_cosy_quiet,2017-07-25 07:33:06.959030,52.497785,13.38792,0101000020E6100000BBED42739DC62A403DB83B6BB73F4A40
19979518,1471,141697945,Shared room,,Berlin,,Neukölln,0,0.0,2,1.0,,42.0,,"Bright, cozy 25 sqm room in the heart of Neukölln",2017-07-25 07:33:06.956532,52.481873,13.438233,0101000020E6100000520E661360E02A40A7E9B303AE3D4A40
16578219,1471,108162280,Shared room,,Berlin,,Tempelhof-Schöneberg,10,5.0,2,1.0,,55.0,,"Spacious apartment - Schöneberg, next Subway",2017-07-25 07:33:06.953983,52.48603,13.33828,0101000020E610000021C8410933AD2A40FC6F253B363E4A40
19129588,1471,25318872,Shared room,,Berlin,,Lichtenberg,1,0.0,7,1.0,,42.0,,AMplanner-Artbnb,2017-07-25 07:33:06.947814,52.528399,13.470765,0101000020E6100000F0332E1C08F12A409B1E1494A2434A40
16157639,1471,20752268,Shared room,,Berlin,,Lichtenberg,28,5.0,1,1.0,,42.0,,Comfortable shared room + free beer + free coffee!,2017-07-25 07:33:06.944636,52.512125,13.477785,0101000020E6100000EA094B3CA0F42A40643BDF4F8D414A40
13465012,1471,15415025,Shared room,,Berlin,,Lichtenberg,25,4.5,2,1.0,,42.0,,easy-going community flat at the edge of Berlin,2017-07-25 07:33:06.942087,52.57778,13.559595,0101000020E61000009F02603C831E2B403524EEB1F4494A40
18576754,1471,31097099,Shared room,,Berlin,,Pankow,5,5.0,2,1.0,,55.0,,Vermiete mein Bett im Stuckzimmer Berlin 45€,2017-07-25 07:33:06.936285,52.549061,13.42911,0101000020E6100000EBC5504EB4DB2A4029417FA147464A40
16185959,1471,18813126,Shared room,,Berlin,,Friedrichshain-Kreuzberg,6,4.5,2,1.0,,60.0,,Beautiful big room in central Kreuzberg,2017-07-25 07:33:06.932762,52.497288,13.430788,0101000020E6100000BC04A73E90DC2A40BC581822A73F4A40
8385590,1471,3586653,Shared room,,Berlin,,Pankow,64,5.0,2,1.0,,49.0,,Lovely Single-Room in Berlin,2017-07-25 07:33:06.928199,52.546729,13.420993,0101000020E61000009AB0FD648CD72A402C634337FB454A40
14306933,1471,87430050,Shared room,,Berlin,,Mitte,0,0.0,1,1.0,,10.0,,Suitable for fun loving girl: no need to pay,2017-07-25 07:33:05.771711,52.551562,13.390443,0101000020E61000007DE71725E8C72A40B1DB679599464A40
10380915,1471,3059917,Shared room,,Berlin,,Pankow,4,4.5,2,1.0,,24.0,,Cozy apartment in old-style Berlin,2017-07-25 07:33:05.768812,52.55448,13.400752,0101000020E6100000FA9CBB5D2FCD2A409E245D33F9464A40
17019622,1471,91384950,Shared room,,Berlin,,Charlottenburg-Wilmersdorf,10,5.0,1,1.0,,24.0,,A perfect centric place in  Kudam.,2017-07-25 07:33:05.765572,52.501125,13.311576,0101000020E6100000DF6FB4E3869F2A40A01A2FDD24404A40
8368762,1471,44108226,Shared room,,Berlin,,Mitte,0,0.0,2,1.0,,12.0,,1/2 people big room in wedding!,2017-07-25 07:33:05.762672,52.559589,13.380918,0101000020E61000005BEA20AF07C32A40C619C39CA0474A40
18763385,1471,69310706,Shared room,,Berlin,,Mitte,1,0.0,2,1.0,,28.0,,Bright Big room in Berlin- Moabit,2017-07-25 07:33:05.760516,52.53063,13.342111,0101000020E61000002634492C29AF2A40642310AFEB434A40
15428342,1471,98899373,Shared room,,Berlin,,Friedrichshain-Kreuzberg,1,0.0,1,1.0,,22.0,,家一般的温馨,2017-07-25 07:33:05.758075,52.514002,13.430872,0101000020E6100000348639419BDC2A400F0A4AD1CA414A40
5138224,1471,26567168,Shared room,,Berlin,,Neukölln,0,0.0,1,1.0,,19.0,,"Furnished room, flat share with 4",2017-07-25 07:33:05.755243,52.487432,13.408638,0101000020E610000042CEFBFF38D12A400E83F92B643E4A40
15491755,1471,99483539,Shared room,,Berlin,,Reinickendorf,0,0.0,4,1.0,,26.0,,Ruhiges Fleckchen im Norden Berlins,2017-07-25 07:33:05.752866,52.563191,13.354691,0101000020E6100000FF5E0A0F9AB52A40663387A416484A40
545222,1471,2380785,Shared room,,Berlin,,Mitte,74,4.5,2,1.0,,27.0,,Beautiful flat close to the lake,2017-07-25 07:33:04.088055,52.532904,13.323636,0101000020E6100000D49D279EB3A52A402CF4C13236444A40
11519038,1471,60721981,Shared room,,Berlin,,Treptow-Köpenick,0,0.0,1,1.0,,15.0,,cozyshinny room-green neighborhood,2017-07-25 07:33:04.084632,52.47491,13.473931,0101000020E6100000041F8315A7F22A408D45D3D9C93C4A40
11775625,1471,62690784,Shared room,,Berlin,,Pankow,0,0.0,1,1.0,,19.0,,Couch im Wohnzimmer / couch in living room,2017-07-25 07:33:04.081657,52.577839,13.421547,0101000020E61000002E742502D5D72A403AADDBA0F6494A40
12351012,1471,62436817,Shared room,,Berlin,,Charlottenburg-Wilmersdorf,2,0.0,2,1.0,,24.0,,TOP-Lage: Schlafsofa in Wohnzimmer,2017-07-25 07:33:04.078781,52.48829,13.321562,0101000020E6100000D04543C6A3A42A405F7B6649803E4A40
11593493,1471,37695014,Shared room,,Berlin,,Pankow,0,0.0,1,1.0,,28.0,,White lake walk through room comfy sofa bedroom,2017-07-25 07:33:04.075853,52.556271,13.430273,0101000020E610000020B41EBE4CDC2A404B5B5CE333474A40
12356540,1471,30840893,Shared room,,Berlin,,Treptow-Köpenick,11,5.0,2,1.0,,30.0,,"Sunny, quiet & 30-40min to city centre / parties",2017-07-25 07:33:04.072488,52.463027,13.518484,0101000020E6100000A0FF1EBC76092B401E15FF77443B4A40
9522543,1471,43203827,Shared room,,Berlin,,Tempelhof-Schöneberg,9,4.5,1,1.0,,19.0,,"Welcome to :- "" Ostbahnhof-Berlin """,2017-07-25 07:33:04.070103,52.448378,13.363229,0101000020E6100000E6EAC726F9B92A40791F477364394A40
9161590,1471,10340955,Shared room,,Berlin,,Friedrichshain-Kreuzberg,1,0.0,2,1.0,,24.0,,Bright&spacious room in Kreuzberg,2017-07-25 07:33:04.067803,52.488517,13.393422,0101000020E6100000C70DBF9B6EC92A4020459DB9873E4A40
7296779,1471,3198670,Shared room,,Berlin,,Steglitz-Zehlendorf,0,0.0,1,1.0,,22.0,,Couch in Steglitz,2017-07-25 07:33:04.065004,52.449922,13.344207,0101000020E6100000CA1B60E63BB02A401EE0490B97394A40
6461829,1471,33746272,Shared room,,Berlin,,Marzahn-Hellersdorf,0,0.0,1,1.0,,30.0,,Bequemes Zimmer,2017-07-25 07:33:04.062185,52.532197,13.594543,0101000020E6100000A721AAF067302B40C00303081F444A40
7472197,1471,39137222,Shared room,,Berlin,,Mitte,0,0.0,2,1.0,,30.0,,Hip flat with roofgarden,2017-07-25 07:33:04.059313,52.541376,13.353351,0101000020E61000008E041A6CEAB42A406E6B0BCF4B454A40
2673405,1471,11058791,Shared room,,Berlin,,Tempelhof-Schöneberg,13,5.0,1,1.0,,37.0,,Bed' n desk in Schöneberg,2017-07-25 07:33:04.055182,52.482784,13.345225,0101000020E6100000F085C954C1B02A401B84B9DDCB3D4A40
9956966,1471,19336587,Shared room,,Berlin,,Pankow,0,0.0,1,1.0,,14.0,,Sweet Bed inside DDRstyle Apartment,2017-07-25 07:33:04.052158,52.539986,13.415862,0101000020E61000005E4C33DDEBD42A402026E1421E454A40
10786963,1471,39127001,Shared room,,Berlin,,Mitte,6,4.5,1,1.0,,22.0,,Artistic Apartment Berlin center!,2017-07-25 07:33:04.049303,52.552835,13.361939,0101000020E61000003C4B901150B92A40C68A1A4CC3464A40
17681887,1471,120419002,Shared room,,Berlin,,Mitte,1,0.0,2,1.0,,33.0,,"Appartement in Wedding (2 rooms, very cozy)",2017-07-25 07:33:04.046245,52.55193,13.350777,0101000020E6100000C460FE0A99B32A4034D769A4A5464A40
9645252,1471,49810578,Shared room,,Berlin,,Mitte,0,0.0,2,1.0,,28.0,,Mitten im Herzen Berlins,2017-07-25 07:33:04.042597,52.52746,13.403898,0101000020E6100000F1D6F9B7CBCE2A405DF92CCF83434A40
4143368,1471,8853584,Shared room,,Berlin,,Mitte,43,4.5,3,1.0,,30.0,,Apartment with community rooms.,2017-07-25 07:33:04.039135,52.549449,13.339329,0101000020E6100000342BDB87BCAD2A40F3E8465854464A40
265402,1471,1391772,Shared room,,Berlin,,Friedrichshain-Kreuzberg,5,4.0,3,1.0,,41.0,,Nice room for 3 persons,2017-07-25 07:33:04.036688,52.510641,13.445674,0101000020E6100000E25AED612FE42A40957F2DAF5C414A40
14172211,1471,85797043,Shared room,,Berlin,,Tempelhof-Schöneberg,2,0.0,4,1.0,,37.0,,Big City Hostel,2017-07-25 07:33:02.419547,52.467787,13.386244,0101000020E61000006D8D08C6C1C52A403A3FC571E03B4A40
18608898,1471,29119770,Shared room,,Berlin,,Mitte,3,4.0,1,1.0,,12.0,,Hop on- hop off couch ;),2017-07-25 07:33:02.417432,52.534032,13.356761,0101000020E6100000FDF9B660A9B62A403D821B295B444A40
13991862,1471,83471155,Shared room,,Berlin,,Marzahn-Hellersdorf,0,0.0,4,1.0,,30.0,,ART HOLIDAYS,2017-07-25 07:33:02.414579,52.5092,13.550234,0101000020E6100000664B5645B8192B40C58F31772D414A40
17095650,1471,45345462,Shared room,,Berlin,,Friedrichshain-Kreuzberg,0,0.0,1,1.0,,19.0,,Quiet + cozy room,2017-07-25 07:33:02.411236,52.519975,13.450747,0101000020E61000004C8A8F4FC8E62A406ADE718A8E424A40
11382882,1471,15684749,Shared room,,Berlin,,Steglitz-Zehlendorf,0,0.0,2,1.0,,30.0,,22 sqmt Room available in a 2-room,2017-07-25 07:33:02.408145,52.430396,13.214135,0101000020E6100000A1DB4B1AA36D2A40242A543717374A40
10542862,1471,54366195,Shared room,,Berlin,,Tempelhof-Schöneberg,2,0.0,2,1.0,,27.0,,,2017-07-25 07:33:02.400563,52.481188,13.382089,0101000020E61000009C525E2BA1C32A40249D8191973D4A40
18452548,1471,23251719,Shared room,,Berlin,,Neukölln,9,5.0,1,1.0,,14.0,,cheep couch - great location!,2017-07-25 07:33:02.390601,52.481117,13.426374,0101000020E6100000BABA63B14DDA2A405A46EA3D953D4A40
8367921,1471,21309339,Shared room,,Berlin,,Mitte,1,0.0,1,1.0,,40.0,,1 room  apartment in Berlin Nord,2017-07-25 07:33:02.386565,52.548251,13.357232,0101000020E61000005A2BDA1CE7B62A40E97FB9162D464A40
12238374,1471,30289253,Shared room,,Berlin,,Reinickendorf,0,0.0,2,1.0,,34.0,,Big bright room with double bed,2017-07-25 07:33:02.383879,52.564749,13.368788,0101000020E61000008350DEC7D1BC2A406FB9FAB149484A40
11110968,1471,32121608,Shared room,,Berlin,,Pankow,0,0.0,1,1.0,,19.0,,"Sunny, cosy & central apartment",2017-07-25 07:33:02.379438,52.529142,13.421804,0101000020E6100000DBA4A2B1F6D72A405378D0ECBA434A40
18411646,1471,127354227,Shared room,,Berlin,,Charlottenburg-Wilmersdorf,2,0.0,2,1.0,,29.0,,Schlafplatz in schöner Wohnung/ Berlin,2017-07-25 07:33:02.374110,52.513403,13.293612,0101000020E6100000226DE34F54962A408A558330B7414A40
5840809,1471,22562208,Shared room,,Berlin,,Friedrichshain-Kreuzberg,1,0.0,2,1.0,,27.0,,Big room in city center,2017-07-25 07:33:02.353802,52.491034,13.392139,0101000020E6100000E8F86871C6C82A40AE9CBD33DA3E4A40
6448570,1471,2814530,Shared room,,Berlin,,Mitte,21,4.5,2,1.0,,38.0,,"Verkehrsgünstig, Altbauwohnung",2017-07-25 07:33:02.344406,52.542488,13.356858,0101000020E6100000C7A17E17B6B62A40793C2D3F70454A40
14448240,1471,46927559,Shared room,,Berlin,,Friedrichshain-Kreuzberg,2,0.0,1,1.0,,30.0,,Best-located apartment and couch in Berlin!,2017-07-25 07:33:02.341355,52.501646,13.418621,0101000020E61000006FD6E07D55D62A40A915A6EF35404A40
18340442,1471,2908274,Shared room,,Berlin,,Neukölln,0,0.0,2,1.0,,36.0,,Neukölln base in beautiful Berlin,2017-07-25 07:33:02.338648,52.484112,13.433868,0101000020E6100000D68F4DF223DE2A40F3CCCB61F73D4A40
17474788,1471,115643957,Shared room,,Berlin,,Neukölln,0,0.0,2,1.0,,24.0,,Spacious room,2017-07-25 07:33:02.335237,52.478816,13.436389,0101000020E610000015AB06616EDF2A409966BAD7493D4A40
19569549,1471,32007041,Shared room,,Berlin,,Tempelhof-Schöneberg,1,0.0,1,1.0,,12.0,,Charm room in schoneberg,2017-07-25 07:33:02.332668,52.489839,13.350492,0101000020E6100000EE04FBAF73B32A4016A75A0BB33E4A40
15751505,1471,19384559,Shared room,,Berlin,,Neukölln,14,5.0,2,1.0,,27.0,,Großes Zimmer in Neukölln mit guter Lage,2017-07-25 07:33:02.328243,52.468008,13.435921,0101000020E61000007C478D0931DF2A401822A7AFE73B4A40
17977914,1471,107858607,Shared room,,Berlin,,Tempelhof-Schöneberg,0,0.0,1,1.0,,30.0,,Cozy Shared Studio Flat @ Nollendorfplaz,2017-07-25 07:33:00.699705,52.496016,13.352981,0101000020E61000000038F6ECB9B42A407825C9737D3F4A40
12403733,1471,5093585,Shared room,,Berlin,,Neukölln,2,0.0,1,1.0,,36.0,,Sunny Studio w/ Balcony - Neukölln,2017-07-25 07:33:00.696485,52.490668,13.433637,0101000020E6100000CDAB3AAB05DE2A40CC988235CE3E4A40
15764629,1471,101932877,Shared room,,Berlin,,Spandau,2,0.0,1,1.0,,14.0,,Cheap Room in Spandau,2017-07-25 07:33:00.693820,52.564717,13.216285,0101000020E6100000103B53E8BC6E2A40643F8BA548484A40
265408,1471,1391772,Shared room,,Berlin,,Friedrichshain-Kreuzberg,4,4.5,4,1.0,,38.0,,Elegant 4-bed room in Berlin,2017-07-25 07:33:00.690397,52.510927,13.447063,0101000020E6100000D8800871E5E42A405BD2510E66414A40
8959210,1471,21587449,Shared room,,Berlin,,Lichtenberg,6,5.0,2,1.0,,27.0,,Cozy shared-room in east Berlin,2017-07-25 07:33:00.679518,52.506625,13.511562,0101000020E6100000B1C05774EB052B40022B8716D9404A40
7229556,1471,37713649,Shared room,,Berlin,,Neukölln,3,4.5,2,1.0,,36.0,,Cozy room in Berlin´s hippest area,2017-07-25 07:33:00.676651,52.480153,13.44126,0101000020E6100000E010AAD4ECE12A40C4094CA7753D4A40
17630310,1471,70554553,Shared room,,Berlin,,Lichtenberg,6,5.0,1,1.0,,12.0,,Shared room for a solo traveler,2017-07-25 07:33:00.673176,52.4897,13.522122,0101000020E6100000520B2593530B2B40F46C567DAE3E4A40
5377965,1471,27344566,Shared room,,Berlin,,Pankow,0,0.0,1,1.0,,36.0,,Nice Apartment next to Volkspark ,2017-07-25 07:33:00.669941,52.527823,13.421796,0101000020E6100000D02A33A5F5D72A40CE893DB48F434A40
18382022,1471,52622960,Shared room,,Berlin,,Charlottenburg-Wilmersdorf,1,0.0,2,1.0,,37.0,,Gute Zeiten,2017-07-25 07:33:00.667730,52.478228,13.329842,0101000020E6100000C8B1F50CE1A82A4008043A93363D4A40
8105601,1471,42794938,Shared room,,Berlin,,Marzahn-Hellersdorf,16,4.5,2,1.0,,28.0,,COMFY BEDSOFA IN A FRIENDLY PLACE!,2017-07-25 07:33:00.659347,52.513852,13.55447,0101000020E6100000EB39E97DE31B2B40FA7DFFE6C5414A40
9278119,1471,10588246,Shared room,,Berlin,,Neukölln,10,4.5,6,1.0,,36.0,,Amazing - comfy - well located,2017-07-25 07:33:00.652985,52.467145,13.440812,0101000020E6100000635E471CB2E12A40B6BE4868CB3B4A40
17956394,1471,14959883,Shared room,,Berlin,,Friedrichshain-Kreuzberg,1,0.0,2,1.0,,30.0,,Shared room in bright apartment with big balcony,2017-07-25 07:33:00.650170,52.489247,13.42195,0101000020E61000002B1895D409D82A4043554CA59F3E4A40
265444,1471,1391772,Shared room,,Berlin,,Friedrichshain-Kreuzberg,70,4.5,8,1.0,,30.0,,Nice and big 8-bed-room in Berlin,2017-07-25 07:33:00.647796,52.510444,13.445326,0101000020E6100000F31DFCC401E42A403F389F3A56414A40
15800631,1471,9923239,Shared room,,Berlin,,Friedrichshain-Kreuzberg,8,5.0,1,1.0,,27.0,,Cosy place in the heart of Friedrichshain,2017-07-25 07:33:00.643578,52.512533,13.45931,0101000020E6100000977329AE2AEB2A40758F6CAE9A414A40
3108596,1471,1391772,Shared room,,Berlin,,Friedrichshain-Kreuzberg,9,4.5,6,1.0,,35.0,,Spacious 6-bed room in Berlin,2017-07-25 07:33:00.641077,52.510629,13.445792,0101000020E61000000AA359D93EE42A40D1B1834A5C414A40
1795445,1471,9417966,Shared room,,Berlin,,Friedrichshain-Kreuzberg,27,4.5,2,1.0,,19.0,,Gemütliche Couch am Ostkreuz,2017-07-25 07:33:00.615663,52.496559,13.463079,0101000020E6100000C4EDD0B018ED2A4069C4CC3E8F3F4A40
