participant_id,denominator,arrangement,decisionTime,probability,iconicity
9,100,Random,1405,10,house
9,100,Random,1182,20,house
9,10,Random,1559,60,house
9,10,Random,1287,20,house
9,10,Random,1439,40,house
9,100,Random,1204,80,house
9,100,Random,1381,30,house
9,100,Random,917,90,house
10,100,NA,6706,60,naturalFrequency
10,100,NA,2145,90,naturalFrequency
10,100,NA,1053,70,naturalFrequency
10,10,NA,4205,10,naturalFrequency
10,10,NA,1679,40,naturalFrequency
10,100,NA,1353,80,naturalFrequency
10,10,NA,1414,90,naturalFrequency
10,10,NA,1134,70,naturalFrequency
10,10,NA,945,60,naturalFrequency
10,100,NA,1684,20,naturalFrequency
10,100,NA,1216,30,naturalFrequency
10,100,NA,1458,0,naturalFrequency
10,10,NA,1557,50,naturalFrequency
10,10,NA,1245,80,naturalFrequency
10,10,NA,1776,20,naturalFrequency
10,100,NA,1356,40,naturalFrequency
10,10,NA,1183,30,naturalFrequency
