participant_id,denominator,arrangement,decisionTime,probability,iconicity
21,100,Ordered,3671,40,house
21,10,Ordered,2870,40,house
21,10,Ordered,1063,30,house
21,100,Ordered,921,90,house
21,10,Ordered,956,10,house
21,100,Ordered,1072,20,house
21,10,Ordered,1030,20,house
21,10,Ordered,1258,0,house
21,100,Ordered,1264,30,house
21,100,Ordered,836,80,house
21,10,Ordered,923,80,house
21,100,Ordered,1047,50,house
21,10,Ordered,965,90,house
21,10,Ordered,1024,60,house
21,10,Ordered,839,50,house
21,100,Ordered,1227,60,house
21,100,Ordered,704,70,house
21,100,Ordered,1042,10,house
21,10,Ordered,1867,70,house
21,100,Random,2656,20,square
21,10,Random,2886,70,square
21,10,Random,627,90,square
21,10,Random,1036,40,square
21,100,Random,1026,80,square
21,100,Random,1005,30,square
21,10,Random,869,10,square
21,10,Random,789,20,square
21,100,Random,835,70,square
21,100,Random,955,10,square
21,10,Random,779,80,square
21,10,Random,578,100,square
21,100,Random,980,60,square
21,100,Random,1436,50,square
21,10,Random,2365,60,square
21,10,Random,906,30,square
21,100,Random,828,90,square
21,100,Random,1150,40,square
21,10,Random,1523,50,square
21,10,Random,2283,90,house
21,100,Random,1057,0,house
21,100,Random,1096,20,house
21,10,Random,2489,80,house
21,100,Random,1119,50,house
21,100,Random,820,70,house
21,10,Random,1067,60,house
21,10,Random,996,50,house
21,100,Random,1251,40,house
21,100,Random,878,90,house
21,10,Random,1613,70,house
21,10,Random,4128,40,house
21,10,Random,970,20,house
21,10,Random,915,30,house
21,10,Random,665,10,house
21,100,Random,1296,30,house
21,100,Random,752,80,house
21,100,Random,783,60,house
21,100,Random,1112,10,house
22,10,NA,5579,30,naturalFrequency
22,100,NA,3223,20,naturalFrequency
22,100,NA,1872,70,naturalFrequency
22,100,NA,2928,30,naturalFrequency
22,10,NA,1903,100,naturalFrequency
22,100,NA,2071,10,naturalFrequency
22,10,NA,2999,60,naturalFrequency
22,10,NA,11169,50,naturalFrequency
22,10,NA,1337,10,naturalFrequency
22,100,NA,2323,50,naturalFrequency
22,10,NA,3001,80,naturalFrequency
22,10,NA,2870,40,naturalFrequency
22,100,NA,2499,80,naturalFrequency
22,100,NA,2510,90,naturalFrequency
22,10,NA,1735,20,naturalFrequency
22,10,NA,1446,90,naturalFrequency
22,100,NA,3099,60,naturalFrequency
22,10,NA,1764,70,naturalFrequency
22,100,NA,2400,40,naturalFrequency
22,10,Ordered,4287,10,square
22,100,Ordered,4126,30,square
22,100,Ordered,1652,20,square
22,100,Ordered,1693,40,square
22,10,Ordered,3308,0,square
22,100,Ordered,1622,10,square
22,10,Ordered,6767,30,square
22,10,Ordered,1345,70,square
22,10,Ordered,1724,60,square
22,10,Ordered,1344,80,square
22,100,Ordered,1614,90,square
22,100,Ordered,1793,50,square
22,10,Ordered,3588,50,square
22,10,Ordered,1247,20,square
22,100,Ordered,2364,60,square
22,10,Ordered,2303,40,square
22,100,Ordered,1775,80,square
22,100,Ordered,1206,70,square
22,10,Ordered,1635,90,square
22,100,Ordered,6139,70,house
22,100,Ordered,1841,60,house
22,100,Ordered,1364,80,house
22,100,Ordered,1595,50,house
22,10,Ordered,1954,10,house
22,100,Ordered,2708,0,house
22,10,Ordered,1873,50,house
22,100,Ordered,1686,40,house
22,100,Ordered,1332,30,house
22,100,Ordered,1653,90,house
22,100,Ordered,1789,10,house
22,10,Ordered,2132,70,house
22,10,Ordered,1584,60,house
22,10,Ordered,1125,20,house
22,10,Ordered,1575,90,house
22,10,Ordered,1364,30,house
22,100,Ordered,2060,20,house
22,10,Ordered,1933,80,house
22,10,Ordered,1426,40,house
22,100,Random,3080,0,square
22,10,Random,2511,60,square
22,100,Random,3162,50,square
22,10,Random,1725,30,square
22,100,Random,2544,70,square
22,100,Random,1475,30,square
22,100,Random,1485,60,square
22,10,Random,1575,90,square
22,10,Random,1116,80,square
22,100,Random,2263,10,square
22,100,Random,2302,40,square
22,10,Random,1656,70,square
22,100,Random,2241,20,square
22,100,Random,1317,80,square
22,10,Random,1415,20,square
22,10,Random,1166,10,square
22,10,Random,1197,50,square
22,10,Random,4008,40,square
22,100,Random,1544,90,square
22,10,Random,9078,30,house
22,10,Random,1224,70,house
22,10,Random,1285,80,house
22,100,Random,2689,50,house
22,10,Random,1545,20,house
22,10,Random,2541,50,house
22,100,Random,2179,30,house
22,100,Random,1501,80,house
22,10,Random,1707,90,house
22,10,Random,1156,10,house
22,10,Random,1475,40,house
22,100,Random,2100,60,house
22,100,Random,1503,90,house
22,100,Random,1486,100,house
22,100,Random,1575,20,house
22,100,Random,1639,40,house
22,10,Random,2624,60,house
22,100,Random,2099,10,house
22,100,Random,1645,70,house
23,10,NA,4691,40,naturalFrequency
23,100,NA,2600,80,naturalFrequency
23,100,NA,1411,50,naturalFrequency
23,100,NA,1552,90,naturalFrequency
23,100,NA,1154,60,naturalFrequency
23,10,NA,1715,80,naturalFrequency
23,100,NA,1720,40,naturalFrequency
23,10,NA,1635,60,naturalFrequency
23,10,NA,1304,10,naturalFrequency
23,10,NA,2762,30,naturalFrequency
23,100,NA,1741,70,naturalFrequency
23,10,NA,1313,70,naturalFrequency
23,10,NA,1722,50,naturalFrequency
23,100,NA,1095,100,naturalFrequency
23,100,NA,1004,20,naturalFrequency
23,10,NA,762,90,naturalFrequency
23,10,NA,1355,20,naturalFrequency
23,100,NA,2062,10,naturalFrequency
23,100,NA,1021,30,naturalFrequency
23,100,Ordered,5634,10,square
23,10,Ordered,1308,60,square
23,10,Ordered,771,90,square
23,100,Ordered,1411,20,square
23,100,Ordered,942,80,square
23,10,Ordered,3543,70,square
23,10,Ordered,1169,40,square
23,100,Ordered,3752,70,square
23,10,Ordered,2431,10,square
23,100,Ordered,2891,50,square
23,10,Ordered,1620,30,square
23,10,Ordered,1191,50,square
23,100,Ordered,1431,90,square
23,100,Ordered,1837,40,square
23,100,Ordered,1220,100,square
23,10,Ordered,1623,20,square
23,100,Ordered,2939,60,square
23,100,Ordered,1653,30,square
23,10,Ordered,2051,80,square
23,10,Ordered,5095,70,house
23,10,Ordered,942,90,house
23,100,Ordered,2069,50,house
23,100,Ordered,1930,10,house
23,100,Ordered,2288,80,house
23,100,Ordered,6772,20,house
23,10,Ordered,1720,80,house
23,10,Ordered,1149,10,house
23,100,Ordered,3592,40,house
23,100,Ordered,979,70,house
23,100,Ordered,2291,90,house
23,10,Ordered,5531,40,house
23,10,Ordered,1602,0,house
23,10,Ordered,1251,30,house
23,10,Ordered,1945,60,house
23,100,Ordered,3822,60,house
23,10,Ordered,5099,50,house
23,100,Ordered,3765,30,house
23,10,Ordered,3003,20,house
23,100,Random,6419,80,square
23,10,Random,1501,100,square
23,10,Random,5062,40,square
23,10,Random,1222,50,square
23,100,Random,1714,10,square
23,10,Random,1278,80,square
23,100,Random,1429,40,square
23,100,Random,2124,30,square
23,100,Random,1967,60,square
23,10,Random,2057,70,square
23,100,Random,1084,90,square
23,100,Random,1932,70,square
23,10,Random,1811,20,square
23,10,Random,1204,90,square
23,10,Random,1619,30,square
23,10,Random,993,60,square
23,10,Random,1912,10,square
23,100,Random,1344,50,square
23,100,Random,2451,20,square
23,10,Random,2791,90,house
23,100,Random,1309,90,house
23,10,Random,1904,60,house
23,100,Random,1311,20,house
23,10,Random,1154,80,house
23,100,Random,1789,50,house
23,100,Random,2215,10,house
23,100,Random,1489,30,house
23,10,Random,1454,70,house
23,100,Random,10284,60,house
23,100,Random,4016,40,house
23,100,Random,1488,70,house
23,10,Random,2022,40,house
23,100,Random,2204,80,house
23,10,Random,1932,50,house
23,10,Random,1141,30,house
23,10,Random,1999,10,house
23,10,Random,1472,20,house
23,100,Random,3542,0,house
24,100,NA,3104,10,naturalFrequency
24,10,NA,1483,60,naturalFrequency
24,100,NA,2529,20,naturalFrequency
24,100,NA,1178,40,naturalFrequency
24,10,NA,1743,90,naturalFrequency
24,100,NA,2379,80,naturalFrequency
24,100,NA,1399,30,naturalFrequency
24,10,NA,1481,30,naturalFrequency
24,10,NA,1023,70,naturalFrequency
24,10,NA,1376,0,naturalFrequency
24,100,NA,1506,90,naturalFrequency
24,10,NA,1512,50,naturalFrequency
24,100,NA,1881,50,naturalFrequency
24,10,NA,1799,80,naturalFrequency
24,10,NA,1102,10,naturalFrequency
24,10,NA,1151,20,naturalFrequency
24,10,NA,1108,40,naturalFrequency
24,100,NA,1445,60,naturalFrequency
24,100,NA,1033,70,naturalFrequency
24,10,Ordered,3027,90,square
24,10,Ordered,3790,80,square
24,10,Ordered,1188,50,square
24,10,Ordered,1665,60,square
24,100,Ordered,4235,10,square
24,100,Ordered,1457,70,square
24,100,Ordered,934,80,square
24,10,Ordered,1580,30,square
24,100,Ordered,1131,100,square
24,100,Ordered,1973,40,square
24,10,Ordered,2036,40,square
24,100,Ordered,1261,20,square
24,10,Ordered,1943,70,square
24,10,Ordered,1689,20,square
24,100,Ordered,1475,50,square
24,10,Ordered,1398,10,square
24,100,Ordered,1113,90,square
24,100,Ordered,1195,60,square
24,100,Ordered,988,30,square
24,100,Ordered,2559,40,house
24,10,Ordered,2035,30,house
24,10,Ordered,947,40,house
24,10,Ordered,925,20,house
24,10,Ordered,1487,0,house
24,100,Ordered,1630,20,house
24,100,Ordered,1062,10,house
24,100,Ordered,1094,80,house
24,10,Ordered,1228,70,house
24,10,Ordered,1215,50,house
24,100,Ordered,910,70,house
24,10,Ordered,1241,10,house
24,100,Ordered,1424,90,house
24,100,Ordered,1053,60,house
24,100,Ordered,1447,30,house
24,100,Ordered,786,50,house
24,10,Ordered,1300,60,house
24,10,Ordered,977,90,house
24,10,Ordered,1153,80,house
24,100,Random,1476,30,square
24,10,Random,1413,40,square
24,10,Random,1335,70,square
24,10,Random,1337,20,square
24,100,Random,977,50,square
24,10,Random,1529,30,square
24,10,Random,1367,10,square
24,100,Random,925,90,square
24,10,Random,1129,90,square
24,100,Random,1189,20,square
24,100,Random,1187,80,square
24,100,Random,1085,70,square
24,10,Random,1088,50,square
24,100,Random,1579,0,square
24,10,Random,1059,60,square
24,10,Random,973,80,square
24,100,Random,1155,10,square
24,100,Random,951,40,square
24,100,Random,793,60,square
24,100,Random,1932,10,house
24,10,Random,957,60,house
24,10,Random,1079,50,house
24,10,Random,963,70,house
24,100,Random,1010,70,house
24,10,Random,2917,40,house
24,100,Random,907,80,house
24,10,Random,1091,100,house
24,100,Random,1296,90,house
24,10,Random,1221,10,house
24,100,Random,1866,50,house
24,10,Random,1453,30,house
24,100,Random,1189,20,house
24,100,Random,1051,30,house
24,10,Random,1586,20,house
24,10,Random,771,80,house
24,100,Random,1346,60,house
24,10,Random,1069,90,house
24,100,Random,1346,40,house
25,10,NA,4773,40,naturalFrequency
25,10,NA,1632,0,naturalFrequency
25,100,NA,1849,90,naturalFrequency
25,10,NA,1072,10,naturalFrequency
25,10,NA,1137,30,naturalFrequency
25,100,NA,1487,70,naturalFrequency
25,100,NA,1544,10,naturalFrequency
25,100,NA,999,80,naturalFrequency
25,10,NA,1128,20,naturalFrequency
25,100,NA,2059,50,naturalFrequency
25,100,NA,1655,20,naturalFrequency
25,100,NA,1112,40,naturalFrequency
25,10,NA,1081,70,naturalFrequency
25,10,NA,752,80,naturalFrequency
25,10,NA,969,90,naturalFrequency
25,100,NA,1367,30,naturalFrequency
25,10,NA,1200,50,naturalFrequency
25,100,NA,1114,60,naturalFrequency
25,10,NA,1225,60,naturalFrequency
25,10,Ordered,3447,20,square
25,10,Ordered,840,10,square
25,10,Ordered,863,80,square
25,100,Ordered,1591,60,square
25,100,Ordered,952,40,square
25,10,Ordered,1552,40,square
25,100,Ordered,1169,30,square
25,100,Ordered,966,90,square
25,100,Ordered,1622,0,square
25,10,Ordered,1304,50,square
25,100,Ordered,1165,80,square
25,100,Ordered,1878,50,square
25,100,Ordered,1324,70,square
25,10,Ordered,1287,30,square
25,10,Ordered,793,90,square
25,10,Ordered,1328,60,square
25,100,Ordered,1326,10,square
25,100,Ordered,993,20,square
25,10,Ordered,1414,70,square
25,10,Ordered,1806,10,house
25,100,Ordered,1567,70,house
25,10,Ordered,1297,90,house
25,100,Ordered,1543,50,house
25,10,Ordered,1142,80,house
25,10,Ordered,1631,60,house
25,10,Ordered,1080,20,house
25,10,Ordered,1520,50,house
25,100,Ordered,1420,30,house
25,100,Ordered,1172,60,house
25,100,Ordered,772,80,house
25,10,Ordered,1431,40,house
25,100,Ordered,1188,90,house
25,100,Ordered,1988,40,house
25,10,Ordered,1256,100,house
25,100,Ordered,981,10,house
25,100,Ordered,1030,20,house
25,10,Ordered,1432,70,house
25,10,Ordered,1205,30,house
25,100,Random,3063,10,square
25,100,Random,920,50,square
25,100,Random,881,100,square
25,10,Random,1505,20,square
25,100,Random,1104,70,square
25,100,Random,813,60,square
25,100,Random,1121,20,square
25,10,Random,1029,80,square
25,10,Random,1335,40,square
25,10,Random,996,50,square
25,100,Random,990,80,square
25,10,Random,1256,10,square
25,10,Random,896,30,square
25,10,Random,743,70,square
25,100,Random,1065,30,square
25,10,Random,1272,90,square
25,10,Random,983,60,square
25,100,Random,1143,90,square
25,100,Random,1918,40,square
25,100,Random,1814,50,house
25,10,Random,1247,10,house
25,10,Random,1327,90,house
25,100,Random,1252,100,house
25,10,Random,1173,70,house
25,10,Random,1023,40,house
25,10,Random,887,60,house
25,100,Random,1212,80,house
25,100,Random,1357,30,house
25,100,Random,827,90,house
25,100,Random,1173,60,house
25,100,Random,1107,70,house
25,10,Random,1465,50,house
25,10,Random,1328,30,house
25,100,Random,1439,20,house
25,10,Random,1273,20,house
25,10,Random,1021,80,house
25,100,Random,1173,10,house
25,100,Random,943,40,house
26,100,NA,6008,20,naturalFrequency
26,100,NA,4398,10,naturalFrequency
26,100,NA,1186,50,naturalFrequency
26,10,NA,1841,70,naturalFrequency
26,10,NA,2042,40,naturalFrequency
26,100,NA,2075,0,naturalFrequency
26,10,NA,1473,30,naturalFrequency
26,10,NA,928,10,naturalFrequency
26,10,NA,997,60,naturalFrequency
26,100,NA,1590,30,naturalFrequency
26,10,NA,1155,80,naturalFrequency
26,10,NA,1051,50,naturalFrequency
26,100,NA,1178,80,naturalFrequency
26,100,NA,1225,60,naturalFrequency
26,100,NA,976,90,naturalFrequency
26,10,NA,918,20,naturalFrequency
26,10,NA,996,90,naturalFrequency
26,100,NA,1037,40,naturalFrequency
26,100,NA,1085,70,naturalFrequency
26,10,Ordered,3763,50,square
26,10,Ordered,863,90,square
26,100,Ordered,2313,60,square
26,10,Ordered,1004,30,square
26,10,Ordered,1011,80,square
26,100,Ordered,1232,50,square
26,10,Ordered,1305,60,square
26,100,Ordered,1206,40,square
26,100,Ordered,843,90,square
26,10,Ordered,1134,20,square
26,100,Ordered,1042,80,square
26,100,Ordered,1385,30,square
26,100,Ordered,826,20,square
26,10,Ordered,969,0,square
26,10,Ordered,953,40,square
26,100,Ordered,1048,10,square
26,10,Ordered,971,70,square
26,10,Ordered,715,10,square
26,100,Ordered,1187,70,square
26,10,Ordered,6280,40,house
26,10,Ordered,994,60,house
26,10,Ordered,774,20,house
26,100,Ordered,1657,90,house
26,10,Ordered,952,50,house
26,10,Ordered,737,90,house
26,100,Ordered,1084,80,house
26,100,Ordered,1021,50,house
26,100,Ordered,754,70,house
26,10,Ordered,1071,80,house
26,100,Ordered,983,60,house
26,100,Ordered,780,10,house
26,100,Ordered,847,40,house
26,100,Ordered,649,20,house
26,100,Ordered,792,30,house
26,100,Ordered,776,0,house
26,10,Ordered,1683,70,house
26,10,Ordered,709,30,house
26,10,Ordered,702,10,house
26,10,Random,2272,30,square
26,100,Random,1392,20,square
26,10,Random,910,10,square
26,10,Random,1308,40,square
26,100,Random,1039,30,square
26,10,Random,1662,60,square
26,100,Random,837,80,square
26,10,Random,1135,80,square
26,10,Random,1065,50,square
26,100,Random,990,40,square
26,10,Random,936,90,square
26,100,Random,857,10,square
26,100,Random,737,0,square
26,100,Random,1036,50,square
26,100,Random,735,90,square
26,100,Random,954,60,square
26,10,Random,848,20,square
26,100,Random,1105,70,square
26,10,Random,800,70,square
26,10,Random,1309,80,house
26,10,Random,835,40,house
26,100,Random,1176,90,house
26,10,Random,1020,90,house
26,100,Random,1134,50,house
26,100,Random,929,30,house
26,10,Random,970,70,house
26,100,Random,991,60,house
26,100,Random,733,70,house
26,100,Random,836,40,house
26,10,Random,915,30,house
26,10,Random,805,20,house
26,10,Random,829,50,house
26,10,Random,819,10,house
26,100,Random,1577,20,house
26,10,Random,1011,100,house
26,10,Random,1178,60,house
26,100,Random,1093,80,house
26,100,Random,1257,10,house
27,10,NA,5740,70,naturalFrequency
27,10,NA,3693,20,naturalFrequency
27,100,NA,3112,50,naturalFrequency
27,10,NA,2201,10,naturalFrequency
27,10,NA,5467,40,naturalFrequency
27,100,NA,2501,90,naturalFrequency
27,100,NA,1471,70,naturalFrequency
27,10,NA,1658,80,naturalFrequency
27,10,NA,1382,100,naturalFrequency
27,10,NA,2062,50,naturalFrequency
27,100,NA,1580,60,naturalFrequency
27,100,NA,1488,20,naturalFrequency
27,100,NA,1078,10,naturalFrequency
27,100,NA,1217,30,naturalFrequency
27,10,NA,1546,60,naturalFrequency
27,10,NA,1643,90,naturalFrequency
27,100,NA,5775,40,naturalFrequency
27,100,NA,911,80,naturalFrequency
27,10,NA,1098,30,naturalFrequency
27,100,Ordered,8061,90,square
27,10,Ordered,6426,70,square
27,10,Ordered,2303,30,square
27,100,Ordered,2059,20,square
27,100,Ordered,2492,40,square
27,10,Ordered,1783,10,square
27,100,Ordered,2186,50,square
27,100,Ordered,1288,10,square
27,100,Ordered,1305,30,square
27,10,Ordered,2067,20,square
27,100,Ordered,1425,70,square
27,100,Ordered,1342,60,square
27,10,Ordered,1526,80,square
27,10,Ordered,1381,40,square
27,10,Ordered,640,90,square
27,10,Ordered,1016,60,square
27,100,Ordered,1963,80,square
27,10,Ordered,1208,100,square
27,10,Ordered,867,50,square
27,10,Ordered,2480,80,house
27,10,Ordered,728,90,house
27,100,Ordered,1621,50,house
27,10,Ordered,2012,60,house
27,10,Ordered,920,20,house
27,100,Ordered,954,100,house
27,100,Ordered,922,90,house
27,10,Ordered,953,10,house
27,10,Ordered,645,30,house
27,100,Ordered,1311,10,house
27,100,Ordered,896,70,house
27,10,Ordered,1013,70,house
27,100,Ordered,1587,30,house
27,100,Ordered,843,60,house
27,10,Ordered,1071,40,house
27,100,Ordered,1419,80,house
27,100,Ordered,1022,20,house
27,100,Ordered,1407,40,house
27,10,Ordered,1585,50,house
27,10,Random,1479,80,square
27,100,Random,1970,70,square
27,10,Random,1301,40,square
27,10,Random,959,20,square
27,100,Random,1101,40,square
27,100,Random,1689,60,square
27,10,Random,1334,70,square
27,100,Random,1155,80,square
27,10,Random,1186,10,square
27,100,Random,1093,50,square
27,10,Random,996,30,square
27,10,Random,634,60,square
27,10,Random,1637,50,square
27,100,Random,876,20,square
27,100,Random,904,10,square
27,100,Random,805,90,square
27,100,Random,812,0,square
27,100,Random,1184,30,square
27,10,Random,1239,90,square
27,10,Random,1301,20,house
27,100,Random,2214,50,house
27,100,Random,785,80,house
27,100,Random,797,60,house
27,10,Random,1084,80,house
27,10,Random,836,50,house
27,10,Random,816,70,house
27,10,Random,907,30,house
27,100,Random,1601,10,house
27,100,Random,800,0,house
27,100,Random,867,70,house
27,10,Random,1000,40,house
27,10,Random,711,90,house
27,100,Random,1527,40,house
27,10,Random,1006,10,house
27,100,Random,1126,30,house
27,100,Random,733,90,house
27,10,Random,925,60,house
27,100,Random,1451,20,house
28,100,NA,10363,20,naturalFrequency
28,10,NA,1799,70,naturalFrequency
28,100,NA,1170,70,naturalFrequency
28,10,NA,1187,90,naturalFrequency
28,10,NA,2786,30,naturalFrequency
28,100,NA,1356,40,naturalFrequency
28,100,NA,1510,10,naturalFrequency
28,10,NA,1527,50,naturalFrequency
28,100,NA,1017,90,naturalFrequency
28,10,NA,937,80,naturalFrequency
28,10,NA,1317,10,naturalFrequency
28,100,NA,2561,30,naturalFrequency
28,10,NA,1122,60,naturalFrequency
28,100,NA,856,50,naturalFrequency
28,100,NA,765,80,naturalFrequency
28,10,NA,1331,20,naturalFrequency
28,10,NA,1215,40,naturalFrequency
28,100,NA,799,60,naturalFrequency
28,100,NA,1899,0,naturalFrequency
28,10,Ordered,4189,40,square
28,100,Ordered,4134,10,square
28,100,Ordered,1495,20,square
28,10,Ordered,1122,50,square
28,10,Ordered,1075,90,square
28,10,Ordered,1454,10,square
28,10,Ordered,1276,80,square
28,100,Ordered,1486,90,square
28,10,Ordered,1793,100,square
28,10,Ordered,1655,30,square
28,10,Ordered,922,60,square
28,100,Ordered,1187,80,square
28,100,Ordered,1479,50,square
28,100,Ordered,856,70,square
28,100,Ordered,1056,60,square
28,10,Ordered,3207,70,square
28,100,Ordered,1808,40,square
28,100,Ordered,1235,30,square
28,10,Ordered,1406,20,square
28,100,Ordered,1983,60,house
28,100,Ordered,668,100,house
28,100,Ordered,1080,70,house
28,10,Ordered,1131,80,house
28,10,Ordered,1268,10,house
28,100,Ordered,1162,90,house
28,10,Ordered,2124,90,house
28,10,Ordered,953,60,house
28,10,Ordered,1755,40,house
28,100,Ordered,1622,10,house
28,10,Ordered,1680,50,house
28,100,Ordered,1464,20,house
28,10,Ordered,1628,70,house
28,10,Ordered,1584,30,house
28,100,Ordered,1277,50,house
28,10,Ordered,2148,20,house
28,100,Ordered,1394,30,house
28,100,Ordered,967,80,house
28,100,Ordered,1720,40,house
28,10,Random,2244,10,square
28,10,Random,798,40,square
28,100,Random,2558,30,square
28,100,Random,750,50,square
28,100,Random,1527,40,square
28,10,Random,1072,60,square
28,10,Random,2415,30,square
28,10,Random,1034,70,square
28,10,Random,1139,20,square
28,100,Random,1227,70,square
28,100,Random,2123,10,square
28,10,Random,1390,90,square
28,100,Random,1527,60,square
28,100,Random,720,90,square
28,100,Random,776,80,square
28,100,Random,1188,20,square
28,10,Random,1284,80,square
28,10,Random,1229,50,square
28,10,Random,1164,0,square
28,10,Random,1736,90,house
28,10,Random,1912,20,house
28,10,Random,1010,50,house
28,100,Random,2865,10,house
28,100,Random,957,90,house
28,100,Random,1209,60,house
28,10,Random,1744,40,house
28,100,Random,1153,70,house
28,100,Random,911,80,house
28,10,Random,1461,70,house
28,10,Random,905,10,house
28,100,Random,2495,30,house
28,10,Random,1389,60,house
28,10,Random,654,30,house
28,100,Random,1283,20,house
28,100,Random,959,50,house
28,10,Random,1074,80,house
28,100,Random,3590,40,house
28,100,Random,1840,0,house
29,100,NA,6819,20,naturalFrequency
29,10,NA,2320,60,naturalFrequency
29,100,NA,1537,70,naturalFrequency
29,100,NA,1208,100,naturalFrequency
29,100,NA,1084,90,naturalFrequency
29,10,NA,1002,70,naturalFrequency
29,100,NA,1331,50,naturalFrequency
29,10,NA,1320,30,naturalFrequency
29,100,NA,1200,30,naturalFrequency
29,10,NA,1056,10,naturalFrequency
29,10,NA,954,80,naturalFrequency
29,10,NA,1401,50,naturalFrequency
29,10,NA,990,20,naturalFrequency
29,10,NA,1730,40,naturalFrequency
29,10,NA,1043,90,naturalFrequency
29,100,NA,1413,60,naturalFrequency
29,100,NA,1229,10,naturalFrequency
29,100,NA,913,80,naturalFrequency
29,100,NA,1643,40,naturalFrequency
29,100,Ordered,5822,0,square
29,100,Ordered,3210,30,square
29,10,Ordered,1249,20,square
29,100,Ordered,1555,40,square
29,100,Ordered,988,60,square
29,100,Ordered,968,20,square
29,100,Ordered,836,70,square
29,100,Ordered,960,50,square
29,10,Ordered,1263,30,square
29,10,Ordered,1093,70,square
29,10,Ordered,908,90,square
29,10,Ordered,716,10,square
29,100,Ordered,1031,90,square
29,100,Ordered,798,80,square
29,10,Ordered,1132,80,square
29,10,Ordered,897,60,square
29,10,Ordered,1482,40,square
29,100,Ordered,1138,10,square
29,10,Ordered,1003,50,square
29,100,Ordered,2062,90,house
29,100,Ordered,884,10,house
29,10,Ordered,1139,90,house
29,10,Ordered,810,0,house
29,10,Ordered,748,10,house
29,10,Ordered,1194,30,house
29,100,Ordered,1576,60,house
29,10,Ordered,1092,70,house
29,10,Ordered,920,40,house
29,100,Ordered,1364,20,house
29,100,Ordered,636,50,house
29,100,Ordered,754,70,house
29,100,Ordered,1488,30,house
29,10,Ordered,1215,80,house
29,10,Ordered,822,20,house
29,10,Ordered,886,50,house
29,100,Ordered,1095,80,house
29,10,Ordered,934,60,house
29,100,Ordered,1191,40,house
29,10,Random,1791,10,square
29,100,Random,1035,90,square
29,100,Random,845,30,square
29,100,Random,871,10,square
29,10,Random,1572,30,square
29,100,Random,885,50,square
29,100,Random,933,20,square
29,10,Random,973,90,square
29,10,Random,1016,50,square
29,100,Random,898,0,square
29,10,Random,1003,40,square
29,10,Random,1044,70,square
29,10,Random,571,20,square
29,100,Random,1015,60,square
29,10,Random,940,80,square
29,100,Random,953,70,square
29,100,Random,735,80,square
29,10,Random,864,60,square
29,100,Random,1050,40,square
29,100,Random,4535,60,house
29,100,Random,759,50,house
29,100,Random,670,40,house
29,100,Random,620,30,house
29,10,Random,988,40,house
29,10,Random,675,50,house
29,10,Random,511,60,house
29,100,Random,955,90,house
29,10,Random,1087,90,house
29,100,Random,1117,20,house
29,100,Random,946,80,house
29,10,Random,999,30,house
29,100,Random,990,10,house
29,100,Random,689,70,house
29,10,Random,1349,10,house
29,10,Random,727,70,house
29,10,Random,985,80,house
29,10,Random,1249,20,house
29,10,Random,675,100,house
30,100,NA,13033,90,naturalFrequency
30,10,NA,4722,100,naturalFrequency
30,10,NA,2134,50,naturalFrequency
30,100,NA,1847,60,naturalFrequency
30,100,NA,2105,20,naturalFrequency
30,100,NA,1830,10,naturalFrequency
30,10,NA,1447,20,naturalFrequency
30,100,NA,1419,30,naturalFrequency
30,10,NA,2279,60,naturalFrequency
30,10,NA,1436,10,naturalFrequency
30,10,NA,1601,80,naturalFrequency
30,100,NA,1922,80,naturalFrequency
30,10,NA,1443,90,naturalFrequency
30,10,NA,1700,40,naturalFrequency
30,100,NA,3201,50,naturalFrequency
30,10,NA,1576,30,naturalFrequency
30,100,NA,1314,40,naturalFrequency
30,10,NA,1357,70,naturalFrequency
30,100,NA,1308,70,naturalFrequency
30,100,Ordered,10760,10,square
30,10,Ordered,3694,10,square
30,10,Ordered,3385,50,square
30,100,Ordered,2982,50,square
30,100,Ordered,1602,70,square
30,10,Ordered,2038,70,square
30,100,Ordered,2069,40,square
30,10,Ordered,2086,90,square
30,10,Ordered,1702,30,square
30,100,Ordered,2799,100,square
30,10,Ordered,2261,40,square
30,100,Ordered,2266,60,square
30,100,Ordered,1404,90,square
30,10,Ordered,2297,60,square
30,100,Ordered,2236,20,square
30,10,Ordered,1435,20,square
30,10,Ordered,1407,80,square
30,100,Ordered,2504,80,square
30,100,Ordered,6463,30,square
30,10,Ordered,7569,10,house
30,100,Ordered,2395,40,house
30,100,Ordered,2114,20,house
30,100,Ordered,1439,90,house
30,10,Ordered,1884,70,house
30,100,Ordered,2525,60,house
30,100,Ordered,1303,10,house
30,100,Ordered,1638,0,house
30,10,Ordered,1977,30,house
30,10,Ordered,1579,40,house
30,10,Ordered,1833,50,house
30,100,Ordered,1702,70,house
30,10,Ordered,2098,60,house
30,10,Ordered,1270,90,house
30,100,Ordered,2079,80,house
30,10,Ordered,2187,80,house
30,100,Ordered,1404,30,house
30,10,Ordered,1651,20,house
30,100,Ordered,9083,50,house
30,10,Random,8122,80,square
30,100,Random,5863,60,square
30,100,Random,1628,10,square
30,100,Random,6526,50,square
30,10,Random,3658,60,square
30,10,Random,1625,40,square
30,100,Random,1595,80,square
30,10,Random,2226,50,square
30,10,Random,1489,30,square
30,10,Random,1509,90,square
30,10,Random,1524,0,square
30,100,Random,1676,70,square
30,100,Random,1774,40,square
