denominator,participant_id,arrangement,iconicity,probability,decision,decisionTime
10,8,Ordered,square,80,evacuate,3247
10,8,Ordered,square,10,stay,1365
10,8,Ordered,square,30,stay,1348
100,8,Ordered,square,70,evacuate,2646
100,8,Ordered,square,50,evacuate,2212
100,8,Ordered,square,10,stay,2048
100,8,Ordered,square,30,stay,1697
10,8,Ordered,square,60,evacuate,2616
100,8,Ordered,square,80,evacuate,2006
100,8,Ordered,square,20,stay,2563
10,8,Ordered,square,90,evacuate,1758
10,8,Ordered,square,50,evacuate,2096
100,8,Ordered,square,40,stay,3545
10,8,Ordered,square,70,evacuate,1649
10,8,Ordered,square,20,stay,1897
100,8,Ordered,square,100,evacuate,1580
100,8,Ordered,square,60,evacuate,1499
10,8,Ordered,square,40,stay,4711
100,8,Ordered,house,30,stay,3957
100,8,Ordered,house,40,stay,1945
10,8,Ordered,house,20,stay,1482
100,8,Ordered,house,80,evacuate,2110
10,8,Ordered,house,30,stay,2281
100,8,Ordered,house,20,stay,2176
10,8,Ordered,house,50,evacuate,1847
10,8,Ordered,house,60,evacuate,1763
100,8,Ordered,house,50,evacuate,8272
10,8,Ordered,house,80,evacuate,1398
10,8,Ordered,house,10,stay,1048
100,8,Ordered,house,100,evacuate,1581
10,8,Ordered,house,90,evacuate,1681
10,8,Ordered,house,70,evacuate,1333
100,8,Ordered,house,60,evacuate,1612
100,8,Ordered,house,90,evacuate,1377
10,8,Ordered,house,40,stay,3413
100,8,Ordered,house,10,stay,1560
100,8,Ordered,house,70,evacuate,1392
100,8,Random,square,20,stay,3043
100,8,Random,square,80,evacuate,1399
10,8,Random,square,40,stay,2447
100,8,Random,square,60,evacuate,1782
100,8,Random,square,40,stay,2062
10,8,Random,square,80,evacuate,1681
10,8,Random,square,30,stay,1347
100,8,Random,square,10,evacuate,2164
100,8,Random,square,50,evacuate,1613
10,8,Random,square,10,stay,1348
10,8,Random,square,0,stay,1181
100,8,Random,square,70,evacuate,1096
10,8,Random,square,50,evacuate,2931
100,8,Random,square,90,evacuate,1430
100,8,Random,square,30,stay,6327
10,8,Random,square,60,evacuate,1849
10,8,Random,square,90,evacuate,1380
10,8,Random,square,20,stay,1331
10,8,Random,square,70,evacuate,1165
10,8,Random,house,10,stay,2928
100,8,Random,house,10,stay,1891
100,8,Random,house,30,evacuate,1960
100,8,Random,house,20,stay,1472
100,8,Random,house,80,evacuate,1514
10,8,Random,house,100,evacuate,1445
10,8,Random,house,70,evacuate,1097
10,8,Random,house,60,evacuate,1231
100,8,Random,house,60,evacuate,1747
10,8,Random,house,30,stay,1714
10,8,Random,house,50,evacuate,2465
100,8,Random,house,40,stay,1628
10,8,Random,house,90,evacuate,1451
100,8,Random,house,90,evacuate,1680
100,8,Random,house,50,stay,1596
10,8,Random,house,20,stay,1496
10,8,Random,house,80,evacuate,1413
100,8,Random,house,70,evacuate,1812
10,8,Random,house,40,stay,1798
10,9,NA,naturalFrequency,60,evacuate,11727
100,9,NA,naturalFrequency,90,evacuate,5312
100,9,NA,naturalFrequency,60,evacuate,6136
100,9,NA,naturalFrequency,40,evacuate,5224
100,9,NA,naturalFrequency,50,evacuate,2007
10,9,NA,naturalFrequency,10,stay,4616
10,9,NA,naturalFrequency,90,evacuate,3967
10,9,NA,naturalFrequency,70,evacuate,4192
10,9,NA,naturalFrequency,30,evacuate,1816
10,9,NA,naturalFrequency,100,evacuate,2632
100,9,NA,naturalFrequency,10,stay,2640
100,9,NA,naturalFrequency,80,evacuate,1609
10,9,NA,naturalFrequency,40,evacuate,2456
100,9,NA,naturalFrequency,20,stay,2679
10,9,NA,naturalFrequency,80,evacuate,1904
10,9,NA,naturalFrequency,20,stay,6817
100,9,NA,naturalFrequency,70,evacuate,1672
100,9,NA,naturalFrequency,30,evacuate,2424
10,9,NA,naturalFrequency,50,evacuate,1392
10,9,Ordered,square,50,evacuate,11742
100,9,Ordered,square,50,evacuate,3703
100,9,Ordered,square,40,evacuate,7544
100,9,Ordered,square,30,evacuate,9712
100,9,Ordered,square,70,evacuate,1561
10,9,Ordered,square,30,stay,7521
10,9,Ordered,square,0,stay,3328
100,9,Ordered,square,10,stay,1815
100,9,Ordered,square,60,evacuate,2111
100,9,Ordered,square,80,evacuate,1225
100,9,Ordered,square,90,evacuate,1047
10,9,Ordered,square,60,evacuate,2104
10,9,Ordered,square,70,evacuate,2177
10,9,Ordered,square,20,stay,1728
100,9,Ordered,square,20,stay,2791
10,9,Ordered,square,80,evacuate,2119
10,9,Ordered,square,40,evacuate,3287
10,9,Ordered,square,10,evacuate,1631
10,9,Ordered,square,90,evacuate,1520
10,9,Ordered,house,60,evacuate,4711
10,9,Ordered,house,70,evacuate,1192
100,9,Ordered,house,60,evacuate,1708
10,9,Ordered,house,20,stay,1727
10,9,Ordered,house,80,evacuate,1256
100,9,Ordered,house,70,evacuate,2556
100,9,Ordered,house,10,stay,1820
100,9,Ordered,house,50,evacuate,4373
100,9,Ordered,house,40,evacuate,1244
10,9,Ordered,house,40,evacuate,2600
100,9,Ordered,house,80,evacuate,1421
10,9,Ordered,house,10,stay,1831
100,9,Ordered,house,90,evacuate,1260
100,9,Ordered,house,20,stay,1437
10,9,Ordered,house,90,evacuate,1783
10,9,Ordered,house,30,evacuate,1166
10,9,Ordered,house,50,evacuate,1207
100,9,Ordered,house,100,evacuate,1223
100,9,Ordered,house,30,stay,1627
10,9,Random,square,70,evacuate,2154
100,9,Random,square,60,evacuate,3207
10,9,Random,square,10,stay,2015
100,9,Random,square,100,evacuate,1312
100,9,Random,square,50,evacuate,1215
10,9,Random,square,80,evacuate,1624
100,9,Random,square,10,stay,1335
10,9,Random,square,90,evacuate,1799
100,9,Random,square,30,evacuate,1983
100,9,Random,square,40,evacuate,1151
100,9,Random,square,20,stay,1263
10,9,Random,square,20,stay,1944
100,9,Random,square,80,evacuate,1823
100,9,Random,square,90,evacuate,1654
100,9,Random,square,70,evacuate,1023
10,9,Random,square,50,evacuate,167729
10,9,Random,square,40,evacuate,5912
10,9,Random,square,60,evacuate,1239
10,9,Random,square,30,evacuate,2184
10,9,Random,house,50,evacuate,2791
100,9,Random,house,70,evacuate,1277
10,9,Random,house,30,stay,1575
10,9,Random,house,80,evacuate,1711
100,9,Random,house,100,evacuate,1236
100,9,Random,house,40,evacuate,1557
100,9,Random,house,50,evacuate,3804
100,9,Random,house,60,evacuate,1101
10,9,Random,house,70,evacuate,1696
10,9,Random,house,10,stay,1382
10,9,Random,house,90,evacuate,927
100,9,Random,house,10,stay,1405
100,9,Random,house,20,stay,1182
10,9,Random,house,60,evacuate,1559
10,9,Random,house,20,stay,1287
10,9,Random,house,40,evacuate,1439
100,9,Random,house,80,evacuate,1204
100,9,Random,house,30,stay,1381
100,9,Random,house,90,evacuate,917
100,10,NA,naturalFrequency,60,evacuate,6706
100,10,NA,naturalFrequency,90,evacuate,2145
100,10,NA,naturalFrequency,70,evacuate,1053
10,10,NA,naturalFrequency,10,stay,4205
10,10,NA,naturalFrequency,40,evacuate,1679
100,10,NA,naturalFrequency,80,evacuate,1353
10,10,NA,naturalFrequency,90,evacuate,1414
10,10,NA,naturalFrequency,70,evacuate,1134
10,10,NA,naturalFrequency,60,evacuate,945
100,10,NA,naturalFrequency,20,stay,1684
100,10,NA,naturalFrequency,30,stay,1216
100,10,NA,naturalFrequency,0,stay,1458
10,10,NA,naturalFrequency,50,evacuate,1557
10,10,NA,naturalFrequency,80,evacuate,1245
10,10,NA,naturalFrequency,20,stay,1776
100,10,NA,naturalFrequency,40,stay,1356
10,10,NA,naturalFrequency,30,stay,1183
100,10,NA,naturalFrequency,50,evacuate,2040
100,10,NA,naturalFrequency,10,stay,1082
10,10,Ordered,square,60,evacuate,3865
100,10,Ordered,square,80,evacuate,1305
100,10,Ordered,square,60,evacuate,1198
10,10,Ordered,square,50,evacuate,1265
100,10,Ordered,square,90,evacuate,1201
100,10,Ordered,square,70,evacuate,912
10,10,Ordered,square,20,stay,1261
10,10,Ordered,square,40,evacuate,1110
10,10,Ordered,square,10,stay,1173
100,10,Ordered,square,10,stay,1189
10,10,Ordered,square,30,stay,2367
10,10,Ordered,square,80,evacuate,950
10,10,Ordered,square,70,evacuate,871
100,10,Ordered,square,20,stay,1488
100,10,Ordered,square,40,stay,1656
10,10,Ordered,square,100,evacuate,1124
100,10,Ordered,square,30,stay,1179
10,10,Ordered,square,90,evacuate,1132
100,10,Ordered,square,50,evacuate,1300
10,10,Ordered,house,20,stay,2695
10,10,Ordered,house,10,stay,1123
100,10,Ordered,house,90,evacuate,1113
100,10,Ordered,house,70,evacuate,1060
100,10,Ordered,house,10,stay,952
10,10,Ordered,house,90,evacuate,1157
10,10,Ordered,house,40,evacuate,1002
100,10,Ordered,house,50,evacuate,1277
100,10,Ordered,house,80,evacuate,924
10,10,Ordered,house,30,evacuate,1087
100,10,Ordered,house,30,stay,1249
100,10,Ordered,house,100,evacuate,840
10,10,Ordered,house,80,evacuate,1633
100,10,Ordered,house,60,evacuate,1373
100,10,Ordered,house,20,stay,1014
10,10,Ordered,house,70,evacuate,1057
10,10,Ordered,house,50,evacuate,951
10,10,Ordered,house,60,evacuate,911
100,10,Ordered,house,40,evacuate,1176
10,10,Random,square,20,stay,3435
100,10,Random,square,30,evacuate,2950
100,10,Random,square,20,evacuate,823
10,10,Random,square,50,evacuate,1062
10,10,Random,square,90,evacuate,784
100,10,Random,square,50,evacuate,1062
10,10,Random,square,0,stay,1070
10,10,Random,square,10,stay,1161
100,10,Random,square,40,evacuate,1153
10,10,Random,square,30,evacuate,1063
100,10,Random,square,90,evacuate,1113
100,10,Random,square,70,evacuate,975
10,10,Random,square,70,evacuate,1085
10,10,Random,square,40,evacuate,765
10,10,Random,square,80,evacuate,882
100,10,Random,square,10,stay,3137
10,10,Random,square,60,evacuate,1228
100,10,Random,square,80,evacuate,1439
100,10,Random,square,60,evacuate,1352
100,10,Random,house,90,evacuate,4087
100,10,Random,house,70,evacuate,935
100,10,Random,house,30,evacuate,673
10,10,Random,house,0,stay,1241
100,10,Random,house,40,evacuate,1086
100,10,Random,house,10,stay,1394
10,10,Random,house,90,evacuate,1202
10,10,Random,house,80,evacuate,735
10,10,Random,house,10,stay,1090
10,10,Random,house,20,evacuate,720
10,10,Random,house,60,evacuate,741
10,10,Random,house,30,evacuate,750
100,10,Random,house,50,evacuate,1239
100,10,Random,house,20,evacuate,661
100,10,Random,house,80,evacuate,640
100,10,Random,house,60,evacuate,858
10,10,Random,house,70,evacuate,1244
10,10,Random,house,40,evacuate,911
10,10,Random,house,50,evacuate,934
100,12,NA,naturalFrequency,80,evacuate,6176
10,12,NA,naturalFrequency,50,evacuate,2838
10,12,NA,naturalFrequency,20,evacuate,3920
10,12,NA,naturalFrequency,30,evacuate,1098
100,12,NA,naturalFrequency,90,evacuate,1058
10,12,NA,naturalFrequency,60,evacuate,1179
100,12,NA,naturalFrequency,10,evacuate,2100
10,12,NA,naturalFrequency,0,stay,2474
100,12,NA,naturalFrequency,70,evacuate,1179
10,12,NA,naturalFrequency,70,evacuate,1150
100,12,NA,naturalFrequency,60,evacuate,1154
10,12,NA,naturalFrequency,80,evacuate,785
10,12,NA,naturalFrequency,10,evacuate,1131
100,12,NA,naturalFrequency,50,evacuate,801
100,12,NA,naturalFrequency,30,evacuate,529
100,12,NA,naturalFrequency,40,evacuate,481
10,12,NA,naturalFrequency,90,evacuate,505
10,12,NA,naturalFrequency,40,evacuate,465
100,12,NA,naturalFrequency,20,evacuate,553
100,12,Ordered,square,70,evacuate,4163
100,12,Ordered,square,60,evacuate,721
10,12,Ordered,square,60,evacuate,1385
10,12,Ordered,square,90,evacuate,530
10,12,Ordered,square,70,evacuate,544
10,12,Ordered,square,10,evacuate,1075
10,12,Ordered,square,40,evacuate,545
10,12,Ordered,square,50,evacuate,1115
100,12,Ordered,square,20,evacuate,1067
100,12,Ordered,square,0,stay,953
10,12,Ordered,square,30,evacuate,953
100,12,Ordered,square,80,evacuate,865
100,12,Ordered,square,10,evacuate,1041
100,12,Ordered,square,50,evacuate,705
100,12,Ordered,square,90,evacuate,609
10,12,Ordered,square,20,evacuate,1146
10,12,Ordered,square,80,evacuate,505
100,12,Ordered,square,40,evacuate,825
100,12,Ordered,square,30,evacuate,506
10,12,Ordered,house,80,evacuate,1834
100,12,Ordered,house,60,evacuate,2633
100,12,Ordered,house,90,evacuate,729
100,12,Ordered,house,40,evacuate,449
100,12,Ordered,house,10,evacuate,440
10,12,Ordered,house,0,stay,953
10,12,Ordered,house,30,evacuate,1009
10,12,Ordered,house,40,evacuate,488
100,12,Ordered,house,20,evacuate,1210
10,12,Ordered,house,50,evacuate,809
10,12,Ordered,house,60,evacuate,521
10,12,Ordered,house,10,evacuate,528
100,12,Ordered,house,70,evacuate,968
100,12,Ordered,house,50,evacuate,657
10,12,Ordered,house,20,evacuate,849
10,12,Ordered,house,90,evacuate,552
10,12,Ordered,house,70,evacuate,511
100,12,Ordered,house,80,evacuate,1145
100,12,Ordered,house,30,evacuate,514
10,12,Random,square,80,evacuate,1145
10,12,Random,square,0,evacuate,465
10,12,Random,square,10,evacuate,585
10,12,Random,square,70,evacuate,473
100,12,Random,square,70,evacuate,1106
10,12,Random,square,30,evacuate,1418
10,12,Random,square,50,evacuate,826
100,12,Random,square,60,evacuate,849
10,12,Random,square,20,evacuate,1587
100,12,Random,square,50,evacuate,865
100,12,Random,square,90,evacuate,698
10,12,Random,square,90,evacuate,1154
100,12,Random,square,40,evacuate,922
100,12,Random,square,30,evacuate,820
100,12,Random,square,10,evacuate,1266
10,12,Random,square,40,evacuate,913
100,12,Random,square,20,evacuate,885
10,12,Random,square,60,evacuate,1739
100,12,Random,square,80,evacuate,957
100,12,Random,house,20,evacuate,986
10,12,Random,house,70,evacuate,840
10,12,Random,house,80,evacuate,636
100,12,Random,house,90,evacuate,1186
10,12,Random,house,10,evacuate,1521
10,12,Random,house,50,evacuate,575
100,12,Random,house,100,evacuate,912
100,12,Random,house,70,evacuate,2215
10,12,Random,house,60,evacuate,2997
100,12,Random,house,10,evacuate,921
100,12,Random,house,40,evacuate,1258
100,12,Random,house,30,evacuate,753
10,12,Random,house,20,evacuate,903
100,12,Random,house,60,evacuate,1041
10,12,Random,house,40,evacuate,785
10,12,Random,house,30,evacuate,527
10,12,Random,house,90,evacuate,551
100,12,Random,house,80,evacuate,776
100,12,Random,house,50,evacuate,801
100,13,NA,naturalFrequency,30,stay,3991
10,13,NA,naturalFrequency,60,evacuate,2399
10,13,NA,naturalFrequency,10,stay,2988
100,13,NA,naturalFrequency,50,stay,2026
10,13,NA,naturalFrequency,40,stay,2190
100,13,NA,naturalFrequency,40,stay,2508
10,13,NA,naturalFrequency,30,stay,1594
100,13,NA,naturalFrequency,70,evacuate,2326
100,13,NA,naturalFrequency,60,evacuate,1791
100,13,NA,naturalFrequency,100,evacuate,1498
10,13,NA,naturalFrequency,80,evacuate,1821
100,13,NA,naturalFrequency,80,evacuate,1448
100,13,NA,naturalFrequency,90,evacuate,1379
100,13,NA,naturalFrequency,10,stay,1413
10,13,NA,naturalFrequency,20,stay,1544
100,13,NA,naturalFrequency,20,stay,2103
10,13,NA,naturalFrequency,50,evacuate,1879
10,13,NA,naturalFrequency,70,evacuate,1191
10,13,NA,naturalFrequency,90,evacuate,1652
100,13,Ordered,square,20,stay,4184
100,13,Ordered,square,70,evacuate,1100
10,13,Ordered,square,20,stay,3475
100,13,Ordered,square,50,evacuate,1679
10,13,Ordered,square,60,evacuate,1555
100,13,Ordered,square,80,evacuate,1937
10,13,Ordered,square,40,stay,1480
100,13,Ordered,square,10,stay,1451
10,13,Ordered,square,30,stay,1399
100,13,Ordered,square,60,evacuate,1448
100,13,Ordered,square,30,stay,1127
10,13,Ordered,square,50,evacuate,1465
10,13,Ordered,square,70,evacuate,1279
10,13,Ordered,square,90,evacuate,933
100,13,Ordered,square,100,evacuate,1249
10,13,Ordered,square,80,evacuate,1414
100,13,Ordered,square,40,stay,1300
100,13,Ordered,square,90,evacuate,1461
10,13,Ordered,square,10,stay,1421
100,13,Ordered,house,60,stay,3002
10,13,Ordered,house,30,stay,1463
10,13,Ordered,house,90,evacuate,999
100,13,Ordered,house,80,evacuate,1273
10,13,Ordered,house,60,evacuate,1107
10,13,Ordered,house,10,stay,800
10,13,Ordered,house,50,evacuate,912
100,13,Ordered,house,10,stay,1127
100,13,Ordered,house,40,stay,1072
10,13,Ordered,house,70,evacuate,1829
10,13,Ordered,house,100,evacuate,827
100,13,Ordered,house,50,stay,1161
10,13,Ordered,house,20,stay,1070
100,13,Ordered,house,20,stay,1029
10,13,Ordered,house,40,stay,1237
10,13,Ordered,house,80,evacuate,830
100,13,Ordered,house,70,evacuate,1596
100,13,Ordered,house,90,evacuate,836
100,13,Ordered,house,30,stay,986
100,13,Random,square,30,stay,2122
10,13,Random,square,90,evacuate,1285
100,13,Random,square,50,evacuate,1404
10,13,Random,square,10,stay,998
100,13,Random,square,40,stay,1144
100,13,Random,square,10,stay,934
10,13,Random,square,80,evacuate,1207
10,13,Random,square,0,stay,1578
10,13,Random,square,60,evacuate,1577
10,13,Random,square,70,evacuate,1020
10,13,Random,square,40,stay,974
100,13,Random,square,20,stay,1213
100,13,Random,square,90,evacuate,952
10,13,Random,square,50,evacuate,1445
10,13,Random,square,30,stay,1030
10,13,Random,square,20,stay,820
100,13,Random,square,60,evacuate,1114
100,13,Random,square,80,evacuate,762
100,13,Random,square,70,evacuate,908
100,13,Random,house,60,evacuate,1542
10,13,Random,house,70,evacuate,1264
100,13,Random,house,40,stay,1178
100,13,Random,house,30,stay,969
100,13,Random,house,70,evacuate,1052
10,13,Random,house,30,stay,1150
100,13,Random,house,80,evacuate,1286
10,13,Random,house,20,stay,960
10,13,Random,house,80,evacuate,1319
100,13,Random,house,10,stay,1085
100,13,Random,house,50,evacuate,1620
10,13,Random,house,40,stay,1010
100,13,Random,house,90,evacuate,1643
10,13,Random,house,10,stay,946
100,13,Random,house,20,stay,1245
10,13,Random,house,60,evacuate,1065
100,13,Random,house,100,evacuate,1145
10,13,Random,house,90,evacuate,1767
10,13,Random,house,50,stay,1023
100,14,NA,naturalFrequency,10,evacuate,21208
100,14,NA,naturalFrequency,40,evacuate,3192
100,14,NA,naturalFrequency,60,evacuate,1008
10,14,NA,naturalFrequency,70,evacuate,2040
10,14,NA,naturalFrequency,60,evacuate,5528
10,14,NA,naturalFrequency,90,evacuate,1083
10,14,NA,naturalFrequency,10,evacuate,2880
100,14,NA,naturalFrequency,90,evacuate,1304
100,14,NA,naturalFrequency,70,evacuate,1656
10,14,NA,naturalFrequency,20,evacuate,1248
100,14,NA,naturalFrequency,50,evacuate,888
10,14,NA,naturalFrequency,30,evacuate,1192
100,14,NA,naturalFrequency,20,evacuate,1136
10,14,NA,naturalFrequency,50,evacuate,1032
100,14,NA,naturalFrequency,100,evacuate,1312
10,14,NA,naturalFrequency,80,evacuate,1008
10,14,NA,naturalFrequency,40,evacuate,1064
100,14,NA,naturalFrequency,80,evacuate,853
100,14,NA,naturalFrequency,30,evacuate,1224
100,14,Ordered,square,80,evacuate,4015
10,14,Ordered,square,10,evacuate,1928
10,14,Ordered,square,90,evacuate,936
10,14,Ordered,square,50,evacuate,928
10,14,Ordered,square,100,evacuate,920
100,14,Ordered,square,90,evacuate,914
100,14,Ordered,square,60,evacuate,592
10,14,Ordered,square,70,evacuate,808
100,14,Ordered,square,70,evacuate,816
100,14,Ordered,square,20,evacuate,504
10,14,Ordered,square,80,evacuate,1584
100,14,Ordered,square,30,evacuate,1288
100,14,Ordered,square,50,evacuate,608
100,14,Ordered,square,40,evacuate,1088
10,14,Ordered,square,30,evacuate,1064
10,14,Ordered,square,20,evacuate,1441
100,14,Ordered,square,10,evacuate,1103
10,14,Ordered,square,60,evacuate,968
10,14,Ordered,square,40,evacuate,656
10,14,Ordered,house,40,evacuate,2463
100,14,Ordered,house,20,evacuate,1078
100,14,Ordered,house,70,evacuate,686
100,14,Ordered,house,10,evacuate,782
100,14,Ordered,house,50,evacuate,518
10,14,Ordered,house,70,evacuate,1001
100,14,Ordered,house,60,evacuate,1372
10,14,Ordered,house,10,evacuate,887
100,14,Ordered,house,100,evacuate,894
100,14,Ordered,house,40,evacuate,702
10,14,Ordered,house,50,evacuate,10320
100,14,Ordered,house,30,evacuate,1022
10,14,Ordered,house,20,evacuate,912
100,14,Ordered,house,90,evacuate,863
10,14,Ordered,house,90,evacuate,872
10,14,Ordered,house,60,evacuate,928
100,14,Ordered,house,80,evacuate,911
10,14,Ordered,house,30,evacuate,928
10,14,Ordered,house,80,evacuate,608
100,14,Random,square,30,evacuate,1507
100,14,Random,square,20,evacuate,776
100,14,Random,square,40,evacuate,681
100,14,Random,square,90,evacuate,776
10,14,Random,square,20,evacuate,1065
100,14,Random,square,60,evacuate,1894
10,14,Random,square,70,evacuate,856
10,14,Random,square,30,evacuate,744
10,14,Random,square,10,evacuate,600
10,14,Random,square,90,evacuate,696
100,14,Random,square,10,evacuate,1008
100,14,Random,square,0,evacuate,528
10,14,Random,square,80,evacuate,1160
10,14,Random,square,60,evacuate,1120
100,14,Random,square,50,evacuate,1144
100,14,Random,square,70,evacuate,696
100,14,Random,square,80,evacuate,832
10,14,Random,square,40,evacuate,1192
10,14,Random,square,50,evacuate,800
10,14,Random,house,20,evacuate,1719
100,14,Random,house,30,evacuate,1030
100,14,Random,house,40,evacuate,702
100,14,Random,house,60,evacuate,654
10,14,Random,house,30,evacuate,912
100,14,Random,house,90,evacuate,823
10,14,Random,house,70,evacuate,1144
10,14,Random,house,90,evacuate,954
100,14,Random,house,20,evacuate,2034
10,14,Random,house,10,evacuate,1192
100,14,Random,house,80,evacuate,982
100,14,Random,house,0,stay,4215
10,14,Random,house,80,evacuate,1272
10,14,Random,house,40,evacuate,784
10,14,Random,house,60,evacuate,736
